postcode,sub_district_TH,sub_district_EN,sub_district_id,district_TH,district_EN,district_id,province_TH,province_EN,province_id,id
11000,บางกระสอ,Bang Kraso,120104,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,207
11000,ท่าทราย,Tha Sai,120105,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,208
11000,บางไผ่,Bang Phai,120106,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,209
11000,บางศรีเมือง,Bang Si Mueang,120107,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,210
11000,บางกร่าง,Bang Krang,120108,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,211
11000,ไทรม้า,Sai Ma,120109,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,212
11000,บางรักน้อย,Bang Rak Noi,120110,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,213
11130,วัดชลอ,Wat Chalo,120201,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,214
11130,บางกรวย,Bang Kruai,120202,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,215
11130,บางสีทอง,Bang Si Thong,120203,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,216
11130,บางขนุน,Bang Khanun,120204,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,217
11130,บางขุนกอง,Bang Khun Kong,120205,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,218
11130,บางคูเวียง,Bang Khu Wiang,120206,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,219
11130,มหาสวัสดิ์,Mahasawat,120207,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,220
11130,ปลายบาง,Plai Bang,120208,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,221
11130,ศาลากลาง,Sala Klang,120209,บางกรวย,Bang Kruai,1202,นนทบุรี,Nonthaburi,12,222
11140,บางม่วง,Bang Muang,120301,บางใหญ่,Bang Yai,1203,นนทบุรี,Nonthaburi,12,223
11140,บางแม่นาง,Bang Mae Nang,120302,บางใหญ่,Bang Yai,1203,นนทบุรี,Nonthaburi,12,224
11140,บางเลน,Bang Len,120303,บางใหญ่,Bang Yai,1203,นนทบุรี,Nonthaburi,12,225
11140,เสาธงหิน,Sao Thong Hin,120304,บางใหญ่,Bang Yai,1203,นนทบุรี,Nonthaburi,12,226
11140,บางใหญ่,Bang Yai,120305,บางใหญ่,Bang Yai,1203,นนทบุรี,Nonthaburi,12,227
11140,บ้านใหม่,Ban Mai,120306,บางใหญ่,Bang Yai,1203,นนทบุรี,Nonthaburi,12,228
11110,โสนลอย,Sano Loi,120401,บางบัวทอง,Bang Bua Thong,1204,นนทบุรี,Nonthaburi,12,229
11110,บางบัวทอง,Bang Bua Thong,120402,บางบัวทอง,Bang Bua Thong,1204,นนทบุรี,Nonthaburi,12,230
11110,บางรักใหญ่,Bang Rak Yai,120403,บางบัวทอง,Bang Bua Thong,1204,นนทบุรี,Nonthaburi,12,231
11110,บางคูรัด,Bang Khu Rat,120404,บางบัวทอง,Bang Bua Thong,1204,นนทบุรี,Nonthaburi,12,232
11110,ละหาร,Lahan,120405,บางบัวทอง,Bang Bua Thong,1204,นนทบุรี,Nonthaburi,12,233
11110,ลำโพ,Lam Pho,120406,บางบัวทอง,Bang Bua Thong,1204,นนทบุรี,Nonthaburi,12,234
11110,พิมลราช,Phimonrat,120407,บางบัวทอง,Bang Bua Thong,1204,นนทบุรี,Nonthaburi,12,235
11110,บางรักพัฒนา,Bang Rak Phatthana,120408,บางบัวทอง,Bang Bua Thong,1204,นนทบุรี,Nonthaburi,12,236
11150,ไทรน้อย,Sai Noi,120501,ไทรน้อย,Sai Noi,1205,นนทบุรี,Nonthaburi,12,237
11150,ราษฎร์นิยม,Rat Niyom,120502,ไทรน้อย,Sai Noi,1205,นนทบุรี,Nonthaburi,12,238
11150,หนองเพรางาย,Nong Phrao Ngai,120503,ไทรน้อย,Sai Noi,1205,นนทบุรี,Nonthaburi,12,239
11150,ไทรใหญ่,Sai Yai,120504,ไทรน้อย,Sai Noi,1205,นนทบุรี,Nonthaburi,12,240
11150,ขุนศรี,Khun Si,120505,ไทรน้อย,Sai Noi,1205,นนทบุรี,Nonthaburi,12,241
11150,คลองขวาง,Khlong Khwang,120506,ไทรน้อย,Sai Noi,1205,นนทบุรี,Nonthaburi,12,242
11150,ทวีวัฒนา,Thawi Watthana,120507,ไทรน้อย,Sai Noi,1205,นนทบุรี,Nonthaburi,12,243
11120,ปากเกร็ด,Pak Kret,120601,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,244
11120,บางตลาด,Bang Talat,120602,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,245
11120,บ้านใหม่,Ban Mai,120603,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,246
11120,บางพูด,Bang Phut,120604,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,247
11120,บางตะไนย์,Bang Tanai,120605,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,248
11120,คลองพระอุดม,Khlong Phra Udom,120606,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,249
11120,ท่าอิฐ,Tha It,120607,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,250
11120,เกาะเกร็ด,Ko Kret,120608,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,251
11120,อ้อมเกร็ด,Om Kret,120609,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,252
11120,คลองข่อย,Khlong Khoi,120610,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,253
11120,บางพลับ,Bang Phlap,120611,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,254
11120,คลองเกลือ,Khlong Kluea,120612,ปากเกร็ด,Pak Kret,1206,นนทบุรี,Nonthaburi,12,255
12000,บางปรอก,Bang Prok,130101,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,256
12000,บ้านใหม่,Ban Mai,130102,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,257
12000,บ้านกลาง,Ban Klang,130103,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,258
12000,บ้านฉาง,Ban Chang,130104,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,259
12000,บ้านกระแชง,Ban Krachaeng,130105,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,260
12000,บางขะแยง,Bang Khayaeng,130106,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,261
12000,บางคูวัด,Bang Khu Wat,130107,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,262
12000,บางหลวง,Bang Luang,130108,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,263
12000,บางเดื่อ,Bang Duea,130109,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,264
12000,บางพูด,Bang Phut,130110,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,265
12000,บางพูน,Bang Phun,130111,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,266
12000,บางกะดี,Bang Kadi,130112,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,267
12000,สวนพริกไทย,Suan Phrik Thai,130113,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,268
12000,หลักหก,Lak Hok,130114,เมืองปทุมธานี,Mueang Pathum Thani,1301,ปทุมธานี,Pathum Thani,13,269
12120,คลองหนึ่ง,Khlong Nueng,130201,คลองหลวง,khlong Luang,1302,ปทุมธานี,Pathum Thani,13,270
12120,คลองสอง,Khlong Song,130202,คลองหลวง,khlong Luang,1302,ปทุมธานี,Pathum Thani,13,271
12120,คลองสาม,Khlong Sam,130203,คลองหลวง,khlong Luang,1302,ปทุมธานี,Pathum Thani,13,272
12120,คลองสี่,Khlong Si,130204,คลองหลวง,khlong Luang,1302,ปทุมธานี,Pathum Thani,13,273
12120,คลองห้า,Khlong Ha,130205,คลองหลวง,khlong Luang,1302,ปทุมธานี,Pathum Thani,13,274
12120,คลองหก,Khlong Hok,130206,คลองหลวง,khlong Luang,1302,ปทุมธานี,Pathum Thani,13,275
12120,คลองเจ็ด,Khlong Chet,130207,คลองหลวง,khlong Luang,1302,ปทุมธานี,Pathum Thani,13,276
12130,ประชาธิปัตย์,Pracha Thipat,130301,ธัญบุรี,Thanyaburi,1303,ปทุมธานี,Pathum Thani,13,277
12130,บึงยี่โถ,Bueng Yitho,130302,ธัญบุรี,Thanyaburi,1303,ปทุมธานี,Pathum Thani,13,278
12110,รังสิต,Rangsit,130303,ธัญบุรี,Thanyaburi,1303,ปทุมธานี,Pathum Thani,13,279
12110,ลำผักกูด,Lam Phak Kut,130304,ธัญบุรี,Thanyaburi,1303,ปทุมธานี,Pathum Thani,13,280
12110,บึงสนั่น,Bueng Sanan,130305,ธัญบุรี,Thanyaburi,1303,ปทุมธานี,Pathum Thani,13,281
12110,บึงน้ำรักษ์,Bueng Nam Rak,130306,ธัญบุรี,Thanyaburi,1303,ปทุมธานี,Pathum Thani,13,282
12170,บึงบา,Bueng Ba,130401,หนองเสือ,Nong Suea,1304,ปทุมธานี,Pathum Thani,13,283
12170,บึงบอน,Bueng Bon,130402,หนองเสือ,Nong Suea,1304,ปทุมธานี,Pathum Thani,13,284
12170,บึงกาสาม,Bueng Ka Sam,130403,หนองเสือ,Nong Suea,1304,ปทุมธานี,Pathum Thani,13,285
12170,บึงชำอ้อ,Bueng Cham O,130404,หนองเสือ,Nong Suea,1304,ปทุมธานี,Pathum Thani,13,286
12170,หนองสามวัง,Nong Sam Wang,130405,หนองเสือ,Nong Suea,1304,ปทุมธานี,Pathum Thani,13,287
12170,ศาลาครุ,Sala Khru,130406,หนองเสือ,Nong Suea,1304,ปทุมธานี,Pathum Thani,13,288
12170,นพรัตน์,Noppharat,130407,หนองเสือ,Nong Suea,1304,ปทุมธานี,Pathum Thani,13,289
12140,ระแหง,Rahaeng,130501,ลาดหลุมแก้ว,Lat Lum Kaeo,1305,ปทุมธานี,Pathum Thani,13,290
12140,ลาดหลุมแก้ว,Lat Lum Kaeo,130502,ลาดหลุมแก้ว,Lat Lum Kaeo,1305,ปทุมธานี,Pathum Thani,13,291
12140,คูบางหลวง,Khu Bang Luang,130503,ลาดหลุมแก้ว,Lat Lum Kaeo,1305,ปทุมธานี,Pathum Thani,13,292
12140,คูขวาง,Khu Khwang,130504,ลาดหลุมแก้ว,Lat Lum Kaeo,1305,ปทุมธานี,Pathum Thani,13,293
12140,คลองพระอุดม,Khlong Phra Udom,130505,ลาดหลุมแก้ว,Lat Lum Kaeo,1305,ปทุมธานี,Pathum Thani,13,294
12140,บ่อเงิน,Bo Ngoen,130506,ลาดหลุมแก้ว,Lat Lum Kaeo,1305,ปทุมธานี,Pathum Thani,13,295
12140,หน้าไม้,Na Mai,130507,ลาดหลุมแก้ว,Lat Lum Kaeo,1305,ปทุมธานี,Pathum Thani,13,296
12130,คูคต,Khu Khot,130601,ลำลูกกา,Lam Luk Ka,1306,ปทุมธานี,Pathum Thani,13,297
12150,ลาดสวาย,Lat Sawai,130602,ลำลูกกา,Lam Luk Ka,1306,ปทุมธานี,Pathum Thani,13,298
12150,บึงคำพร้อย,Bueng Kham Phoi,130603,ลำลูกกา,Lam Luk Ka,1306,ปทุมธานี,Pathum Thani,13,299
12150,ลำลูกกา,Lam Luk Ka,130604,ลำลูกกา,Lam Luk Ka,1306,ปทุมธานี,Pathum Thani,13,300
12150,บึงทองหลาง,Bueng Thong Lang,130605,ลำลูกกา,Lam Luk Ka,1306,ปทุมธานี,Pathum Thani,13,301
12150,ลำไทร,Lam Sai,130606,ลำลูกกา,Lam Luk Ka,1306,ปทุมธานี,Pathum Thani,13,302
12150,บึงคอไห,Bueng Kho Hai,130607,ลำลูกกา,Lam Luk Ka,1306,ปทุมธานี,Pathum Thani,13,303
12150,พืชอุดม,Phuet Udom,130608,ลำลูกกา,Lam Luk Ka,1306,ปทุมธานี,Pathum Thani,13,304
12160,บางเตย,Bang Toei,130701,สามโคก,Sam Khok,1307,ปทุมธานี,Pathum Thani,13,305
12160,คลองควาย,Khlong Khwai,130702,สามโคก,Sam Khok,1307,ปทุมธานี,Pathum Thani,13,306
12160,สามโคก,Sam Khok,130703,สามโคก,Sam Khok,1307,ปทุมธานี,Pathum Thani,13,307
12160,กระแชง,Krachaeng,130704,สามโคก,Sam Khok,1307,ปทุมธานี,Pathum Thani,13,308
